 time            time            v(n1)           v(n2)           v(n3)           i(vdd)         
 2.33280000e-10  2.33280000e-10  7.47596046e-01  1.89946518e+00  1.71984719e-02 -2.36029137e-03 
 2.34280000e-10  2.34280000e-10  8.07917737e-01  1.90138062e+00  1.60716627e-02 -2.36617203e-03 
 2.35280000e-10  2.35280000e-10  8.66247477e-01  1.90095565e+00  1.46998721e-02 -2.36158087e-03 
 2.36280000e-10  2.36280000e-10  9.22303767e-01  1.89794682e+00  1.30817442e-02 -2.36742369e-03 
 2.37280000e-10  2.37280000e-10  9.75866868e-01  1.89214579e+00  1.12235680e-02 -2.36225771e-03 
 2.38280000e-10  2.38280000e-10  1.02677328e+00  1.88337169e+00  9.13546727e-03 -2.36609306e-03 
 2.39280000e-10  2.39280000e-10  1.07490937e+00  1.87146176e+00  6.82821577e-03 -2.35678255e-03 
 2.40280000e-10  2.40280000e-10  1.12020519e+00  1.85625926e+00  4.31034111e-03 -2.35371701e-03 
 2.41280000e-10  2.41280000e-10  1.16262982e+00  1.83759545e+00  1.58490427e-03 -2.33405872e-03 
 2.42280000e-10  2.42280000e-10  1.20219298e+00  1.81525350e+00 -1.35582148e-03 -2.31607704e-03 
 2.43280000e-10  2.43280000e-10  1.23898266e+00  1.78885743e+00 -4.54568510e-03 -2.27431711e-03 
 2.44280000e-10  2.44280000e-10  1.27358959e+00  1.75720030e+00 -8.14034981e-03 -2.21967859e-03 
 2.45280000e-10  2.45280000e-10  1.30855664e+00  1.71689229e+00 -1.25997509e-02 -2.14888804e-03 
 2.46280000e-10  2.46280000e-10  1.34370691e+00  1.66755959e+00 -1.79065188e-02 -2.08056377e-03 
 2.47280000e-10  2.47280000e-10  1.37607069e+00  1.61319500e+00 -2.34253473e-02 -2.04431473e-03 
 2.48280000e-10  2.48280000e-10  1.40596395e+00  1.55506141e+00 -2.89995969e-02 -2.03412155e-03 
 2.49280000e-10  2.49280000e-10  1.43355931e+00  1.49384967e+00 -3.45853516e-02 -2.02291280e-03 
 2.50280000e-10  2.50280000e-10  1.45898304e+00  1.42988938e+00 -4.02034763e-02 -2.01829586e-03 
 2.51280000e-10  2.51280000e-10  1.48236586e+00  1.36350582e+00 -4.58775640e-02 -2.01265228e-03 
 2.52280000e-10  2.52280000e-10  1.50381114e+00  1.29470401e+00 -5.16182129e-02 -2.00071998e-03 
 2.53280000e-10  2.53280000e-10  1.52341845e+00  1.22340292e+00 -5.72455997e-02 -1.99555557e-03 
 2.54280000e-10  2.54280000e-10  1.54132005e+00  1.14983820e+00 -6.23831777e-02 -2.01147005e-03 
 2.55280000e-10  2.55280000e-10  1.55743536e+00  1.07460782e+00 -6.65898395e-02 -2.03993495e-03 
 2.56280000e-10  2.56280000e-10  1.57148100e+00  9.99049319e-01 -6.93173457e-02 -2.07782736e-03 
 2.57280000e-10  2.57280000e-10  1.58363555e+00  9.24525889e-01 -7.00377702e-02 -2.11495598e-03 
 2.58280000e-10  2.58280000e-10  1.59441709e+00  8.51942036e-01 -6.83255093e-02 -2.15871519e-03 
 2.59280000e-10  2.59280000e-10  1.60420941e+00  7.82066321e-01 -6.38050865e-02 -2.19956313e-03 
 2.60280000e-10  2.60280000e-10  1.61330115e+00  7.15515388e-01 -5.61494702e-02 -2.24382068e-03 
 2.61280000e-10  2.61280000e-10  1.62190616e+00  6.52756455e-01 -4.50717392e-02 -2.28126247e-03 
 2.62280000e-10  2.62280000e-10  1.63017868e+00  5.94116724e-01 -3.03091952e-02 -2.31775417e-03 
 2.63280000e-10  2.63280000e-10  1.63822526e+00  5.39794982e-01 -1.15847785e-02 -2.34243763e-03 
 2.64280000e-10  2.64280000e-10  1.64610233e+00  4.89778431e-01  1.17074857e-02 -2.35676564e-03 
 2.65280000e-10  2.65280000e-10  1.65360981e+00  4.42400695e-01  4.18511878e-02 -2.36041154e-03 
 2.66280000e-10  2.66280000e-10  1.66075304e+00  3.97524074e-01  7.88570350e-02 -2.37105466e-03 
 2.67280000e-10  2.67280000e-10  1.66781806e+00  3.56940098e-01  1.20364458e-01 -2.37126108e-03 
 2.68280000e-10  2.68280000e-10  1.67479515e+00  3.20452352e-01  1.66089895e-01 -2.37204178e-03 
 2.69280000e-10  2.69280000e-10  1.68165819e+00  2.87789183e-01  2.15418672e-01 -2.37177640e-03 
 2.70280000e-10  2.70280000e-10  1.68837877e+00  2.58657116e-01  2.67754568e-01 -2.37284834e-03 
 2.71280000e-10  2.71280000e-10  1.69493316e+00  2.32773929e-01  3.22741090e-01 -2.36776263e-03 
 2.72280000e-10  2.72280000e-10  1.70129819e+00  2.09853382e-01  3.80034014e-01 -2.36503921e-03 
 2.73280000e-10  2.73280000e-10  1.70745277e+00  1.89613589e-01  4.39308647e-01 -2.35716690e-03 
 2.74280000e-10  2.74280000e-10  1.71337907e+00  1.71793466e-01  5.00373571e-01 -2.35196777e-03 
 2.75280000e-10  2.75280000e-10  1.71905632e+00  1.56143199e-01  5.63049675e-01 -2.35032074e-03 
 2.76280000e-10  2.76280000e-10  1.72451549e+00  1.42788018e-01  6.26602163e-01 -2.35928476e-03 
 2.77280000e-10  2.77280000e-10  1.72981271e+00  1.32047857e-01  6.89752740e-01 -2.36058938e-03 
 2.78280000e-10  2.78280000e-10  1.73490438e+00  1.23578033e-01  7.51624667e-01 -2.36393607e-03 
 2.79280000e-10  2.79280000e-10  1.73970919e+00  1.16715974e-01  8.11825984e-01 -2.36248542e-03 
 2.80280000e-10  2.80280000e-10  1.74418527e+00  1.10995557e-01  8.70014667e-01 -2.36522501e-03 
 2.81280000e-10  2.81280000e-10  1.74831469e+00  1.06074628e-01  9.25913431e-01 -2.36373413e-03 
 2.82280000e-10  2.82280000e-10  1.75209540e+00  1.01700577e-01  9.79306442e-01 -2.36582945e-03 
 2.83280000e-10  2.83280000e-10  1.75553562e+00  9.76875055e-02  1.03003370e+00 -2.36221031e-03 
 2.84280000e-10  2.84280000e-10  1.75865002e+00  9.39001456e-02  1.07798464e+00 -2.35999803e-03 
 2.85280000e-10  2.85280000e-10  1.76145685e+00  9.02420707e-02  1.12309203e+00 -2.34927383e-03 
 2.86280000e-10  2.86280000e-10  1.76397572e+00  8.66469766e-02  1.16532743e+00 -2.33645514e-03 
 2.87280000e-10  2.87280000e-10  1.76622558e+00  8.30730837e-02  1.20470379e+00 -2.31044736e-03 
 2.88280000e-10  2.88280000e-10  1.76822189e+00  7.95061492e-02  1.24131878e+00 -2.27491503e-03 
 2.89280000e-10  2.89280000e-10  1.76996686e+00  7.60501134e-02  1.27587478e+00 -2.21075516e-03 
 2.90280000e-10  2.90280000e-10  1.77145587e+00  7.31283181e-02  1.31081636e+00 -2.14814246e-03 
 2.91280000e-10  2.91280000e-10  1.77270657e+00  7.06106993e-02  1.34578499e+00 -2.07264092e-03 
 2.92280000e-10  2.92280000e-10  1.77378444e+00  6.79232936e-02  1.37798648e+00 -2.04666862e-03 
 2.93280000e-10  2.93280000e-10  1.77474724e+00  6.51374350e-02  1.40773625e+00 -2.03017083e-03 
 2.94280000e-10  2.94280000e-10  1.77561658e+00  6.22870816e-02  1.43519524e+00 -2.02561323e-03 
 2.95280000e-10  2.95280000e-10  1.77639982e+00  5.93958320e-02  1.46049019e+00 -2.01470242e-03 
 2.96280000e-10  2.96280000e-10  1.77710317e+00  5.64870527e-02  1.48375206e+00 -2.01570128e-03 
 2.97280000e-10  2.97280000e-10  1.77773540e+00  5.35774648e-02  1.50508208e+00 -1.99680673e-03 
 2.98280000e-10  2.98280000e-10  1.77834480e+00  5.06883043e-02  1.52458008e+00 -1.99908205e-03 
 2.99280000e-10  2.99280000e-10  1.77901448e+00  4.78508397e-02  1.54238078e+00 -2.00968614e-03 
 3.00280000e-10  3.00280000e-10  1.77982473e+00  4.50433638e-02  1.55836910e+00 -2.04525518e-03 
 3.01280000e-10  3.01280000e-10  1.78086399e+00  4.22184154e-02  1.57228000e+00 -2.07693232e-03 
 3.02280000e-10  3.02280000e-10  1.78221996e+00  3.94311696e-02  1.58433682e+00 -2.12068333e-03 
 3.03280000e-10  3.03280000e-10  1.78395824e+00  3.67841602e-02  1.59504762e+00 -2.15813285e-03 
 3.04280000e-10  3.04280000e-10  1.78612223e+00  3.43388423e-02  1.60478956e+00 -2.20542816e-03 
 3.05280000e-10  3.05280000e-10  1.78873819e+00  3.21284279e-02  1.61384611e+00 -2.24314891e-03 
 3.06280000e-10  3.06280000e-10  1.79182057e+00  3.01659666e-02  1.62242702e+00 -2.28677807e-03 
 3.07280000e-10  3.07280000e-10  1.79537832e+00  2.84506018e-02  1.63068328e+00 -2.31644644e-03 
 3.08280000e-10  3.08280000e-10  1.79942550e+00  2.69730624e-02  1.63871878e+00 -2.34695623e-03 
 3.09280000e-10  3.09280000e-10  1.80406206e+00  2.57265281e-02  1.64658254e+00 -2.35326139e-03 
 3.10280000e-10  3.10280000e-10  1.80968382e+00  2.46971617e-02  1.65407499e+00 -2.36431296e-03 
 3.11280000e-10  3.11280000e-10  1.81619299e+00  2.38441296e-02  1.66120974e+00 -2.36802472e-03 
 3.12280000e-10  3.12280000e-10  1.82307988e+00  2.31268515e-02  1.66826664e+00 -2.37438042e-03 
 3.13280000e-10  3.13280000e-10  1.83025049e+00  2.25165124e-02  1.67526241e+00 -2.37112299e-03 
 3.14280000e-10  3.14280000e-10  1.83763266e+00  2.19788535e-02  1.68214041e+00 -2.37513374e-03 
 3.15280000e-10  3.15280000e-10  1.84517634e+00  2.14874963e-02  1.68884530e+00 -2.36944079e-03 
 3.16280000e-10  3.16280000e-10  1.85281682e+00  2.10274258e-02  1.69538319e+00 -2.37082753e-03 
 3.17280000e-10  3.17280000e-10  1.86053761e+00  2.05878468e-02  1.70173091e+00 -2.36140485e-03 
 3.18280000e-10  3.18280000e-10  1.86833146e+00  2.01611430e-02  1.70786748e+00 -2.36006867e-03 
 3.19280000e-10  3.19280000e-10  1.87614526e+00  1.97348179e-02  1.71377505e+00 -2.34838748e-03 
 3.20280000e-10  3.20280000e-10  1.88372253e+00  1.92686818e-02  1.71943270e+00 -2.35384956e-03 
 3.21280000e-10  3.21280000e-10  1.89055790e+00  1.87049248e-02  1.72487762e+00 -2.35615866e-03 
 3.22280000e-10  3.22280000e-10  1.89607037e+00  1.79869634e-02  1.73016206e+00 -2.36388907e-03 
 3.23280000e-10  3.23280000e-10  1.89981077e+00  1.70649791e-02  1.73523515e+00 -2.36054530e-03 
 3.24280000e-10  3.24280000e-10  1.90145783e+00  1.59091828e-02  1.74001846e+00 -2.36569999e-03 
 3.25280000e-10  3.25280000e-10  1.90073228e+00  1.45076357e-02  1.74447170e+00 -2.36182527e-03 
 3.26280000e-10  3.26280000e-10  1.89739535e+00  1.28601515e-02  1.74857805e+00 -2.36693903e-03 
 3.27280000e-10  3.27280000e-10  1.89124251e+00  1.09736816e-02  1.75233613e+00 -2.36236222e-03 
 3.28280000e-10  3.28280000e-10  1.88209568e+00  8.85859561e-03  1.75575462e+00 -2.36524595e-03 
 3.29280000e-10  3.29280000e-10  1.86979359e+00  6.52555248e-03  1.75884846e+00 -2.35622337e-03 
 3.30280000e-10  3.30280000e-10  1.85417922e+00  3.98260745e-03  1.76163600e+00 -2.35182802e-03 
 3.31280000e-10  3.31280000e-10  1.83508058e+00  1.23187356e-03  1.76413686e+00 -2.33197683e-03 
 3.32280000e-10  3.32280000e-10  1.81227026e+00 -1.73633599e-03  1.76636989e+00 -2.31197763e-03 
 3.33280000e-10  3.33280000e-10  1.78533540e+00 -4.96150841e-03  1.76835020e+00 -2.26887615e-03 
 3.34280000e-10  3.34280000e-10  1.75274382e+00 -8.64640165e-03  1.77007825e+00 -2.20939187e-03 
 3.35280000e-10  3.35280000e-10  1.71137400e+00 -1.32065331e-02  1.77155108e+00 -2.14084550e-03 
 3.36280000e-10  3.36280000e-10  1.66138046e+00 -1.85484290e-02  1.77278899e+00 -2.07221197e-03 
 3.37280000e-10  3.37280000e-10  1.60648502e+00 -2.40850447e-02  1.77385742e+00 -2.04214875e-03 
 3.38280000e-10  3.38280000e-10  1.54798059e+00 -2.96583562e-02  1.77481387e+00 -2.03325904e-03 
 3.39280000e-10  3.39280000e-10  1.48643542e+00 -3.52458832e-02  1.77567728e+00 -2.02140187e-03 
 3.40280000e-10  3.40280000e-10  1.42217941e+00 -4.08686428e-02  1.77645496e+00 -2.01810793e-03 
 3.41280000e-10  3.41280000e-10  1.35553685e+00 -4.65505559e-02  1.77715307e+00 -2.01179878e-03 
 3.42280000e-10  3.42280000e-10  1.28646654e+00 -5.22889539e-02  1.77778164e+00 -1.99997564e-03 
 3.43280000e-10  3.43280000e-10  1.21488602e+00 -5.78795441e-02  1.77839117e+00 -1.99564638e-03 
 3.44280000e-10  3.44280000e-10  1.14107779e+00 -6.29338495e-02  1.77906548e+00 -2.01473403e-03 
 3.45280000e-10  3.45280000e-10  1.06574249e+00 -6.69951540e-02  1.77988502e+00 -2.04335056e-03 
 3.46280000e-10  3.46280000e-10  9.90256488e-01 -6.95114916e-02  1.78093863e+00 -2.08271482e-03 
 3.47280000e-10  3.47280000e-10  9.15916997e-01 -6.99685183e-02  1.78231324e+00 -2.11913564e-03 
 3.48280000e-10  3.48280000e-10  8.43614340e-01 -6.79463339e-02  1.78407312e+00 -2.16418460e-03 
 3.49280000e-10  3.49280000e-10  7.74099532e-01 -6.30753743e-02  1.78626059e+00 -2.20399291e-03 
 3.50280000e-10  3.50280000e-10  7.07971499e-01 -5.50338359e-02  1.78890111e+00 -2.24911175e-03 
 3.51280000e-10  3.51280000e-10  6.45680540e-01 -4.35386439e-02  1.79200868e+00 -2.28502444e-03 
 3.52280000e-10  3.52280000e-10  5.87538329e-01 -2.83282418e-02  1.79559216e+00 -2.32183779e-03 
 3.53280000e-10  3.53280000e-10  5.33728869e-01 -9.11764529e-03  1.79966653e+00 -2.34430532e-03 
 3.54280000e-10  3.54280000e-10  4.84133395e-01  1.48899124e-02  1.80435294e+00 -2.35655192e-03 
 3.55280000e-10  3.55280000e-10  4.37140399e-01  4.57755000e-02  1.81002343e+00 -2.36115463e-03 
 3.56280000e-10  3.56280000e-10  3.92749855e-01  8.32931946e-02  1.81655288e+00 -2.37190715e-03 
 3.57280000e-10  3.57280000e-10  3.52634946e-01  1.25296566e-01  1.82345848e+00 -2.37052738e-03 
 3.58280000e-10  3.58280000e-10  3.16560512e-01  1.71324558e-01  1.83064601e+00 -2.37440938e-03 
 3.59280000e-10  3.59280000e-10  2.84280551e-01  2.20883322e-01  1.83803868e+00 -2.37139864e-03 
 3.60280000e-10  3.60280000e-10  2.55531783e-01  2.73544872e-01  1.84558728e+00 -2.37292952e-03 
 3.61280000e-10  3.61280000e-10  2.30000077e-01  3.28817098e-01  1.85323172e+00 -2.36688346e-03 
 3.62280000e-10  3.62280000e-10  2.07399115e-01  3.86357609e-01  1.86095597e+00 -2.36473693e-03 
 3.63280000e-10  3.63280000e-10  1.87447775e-01  4.45844189e-01  1.86875327e+00 -2.35601903e-03 
 3.64280000e-10  3.64280000e-10  1.69887457e-01  5.07100603e-01  1.87656214e+00 -2.35184179e-03 
 3.65280000e-10  3.65280000e-10  1.54469483e-01  5.69946320e-01  1.88411493e+00 -2.35047448e-03 
 3.66280000e-10  3.66280000e-10  1.41402293e-01  6.33526628e-01  1.89089381e+00 -2.36006272e-03 
 3.67280000e-10  3.67280000e-10  1.30960632e-01  6.96565205e-01  1.89631997e+00 -2.36030522e-03 
 3.68280000e-10  3.68280000e-10  1.22702167e-01  7.58279931e-01  1.89995590e+00 -2.36423214e-03 
 3.69280000e-10  3.69280000e-10  1.15991915e-01  8.18282402e-01  1.90148244e+00 -2.36205557e-03 
 3.70280000e-10  3.70280000e-10  1.10379686e-01  8.76237813e-01  1.90062262e+00 -2.36551265e-03 
 3.71280000e-10  3.71280000e-10  1.05534657e-01  9.31875933e-01  1.89713967e+00 -2.36328540e-03 
 3.72280000e-10  3.72280000e-10  1.01212585e-01  9.84987438e-01  1.89083069e+00 -2.36597811e-03 
 3.73280000e-10  3.73280000e-10  9.72338913e-02  1.03541815e+00  1.88151877e+00 -2.36141812e-03 
 3.74280000e-10  3.74280000e-10  9.34681487e-02  1.08306263e+00  1.86904320e+00 -2.35952863e-03 
 3.75280000e-10  3.75280000e-10  8.98226688e-02  1.12785811e+00  1.85324675e+00 -2.34751937e-03 
 3.76280000e-10  3.76280000e-10  8.62340925e-02  1.16978042e+00  1.83395580e+00 -2.33458427e-03 
 3.77280000e-10  3.77280000e-10  8.26632557e-02  1.20884813e+00  1.81093780e+00 -2.30665577e-03 
 3.78280000e-10  3.78280000e-10  7.91004087e-02  1.24517761e+00  1.78376148e+00 -2.26994059e-03 
 3.79280000e-10  3.79280000e-10  7.56982930e-02  1.27973405e+00  1.75070092e+00 -2.20121541e-03 
 3.80280000e-10  3.80280000e-10  7.28335269e-02  1.31472761e+00  1.70878644e+00 -2.14054103e-03 
 3.81280000e-10  3.81280000e-10  7.02968172e-02  1.34937814e+00  1.65848626e+00 -2.06496152e-03 
 3.82280000e-10  3.82280000e-10  6.75980477e-02  1.38129619e+00  1.60334657e+00 -2.04465250e-03 
 3.83280000e-10  3.83280000e-10  6.48080302e-02  1.41079590e+00  1.54467329e+00 -2.02952413e-03 
 3.84280000e-10  3.84280000e-10  6.19554639e-02  1.43801770e+00  1.48297667e+00 -2.02420150e-03 
 3.85280000e-10  3.85280000e-10  5.90640577e-02  1.46308901e+00  1.41858668e+00 -2.01467749e-03 
 3.86280000e-10  3.86280000e-10  5.61571712e-02  1.48614115e+00  1.35182710e+00 -2.01489426e-03 
 3.87280000e-10  3.87280000e-10  5.32510723e-02  1.50727159e+00  1.28263529e+00 -1.99633784e-03 
 3.88280000e-10  3.88280000e-10  5.03675872e-02  1.52658046e+00  1.21092812e+00 -1.99923794e-03 
 3.89280000e-10  3.89280000e-10  4.75388111e-02  1.54420676e+00  1.13700981e+00 -2.01296129e-03 
 3.90280000e-10  3.90280000e-10  4.47312839e-02  1.55997727e+00  1.06163001e+00 -2.04841285e-03 
 3.91280000e-10  3.91280000e-10  4.19049172e-02  1.57365839e+00  9.86182773e-01 -2.08162032e-03 
 3.92280000e-10  3.92280000e-10  3.91297905e-02  1.58554860e+00  9.11933182e-01 -2.12454288e-03 
 3.93280000e-10  3.93280000e-10  3.65031236e-02  1.59613897e+00  8.39764818e-01 -2.16334374e-03 
 3.94280000e-10  3.94280000e-10  3.40828460e-02  1.60579527e+00  7.70420518e-01 -2.20949534e-03 
 3.95280000e-10  3.95280000e-10  3.18996428e-02  1.61479212e+00  7.04491004e-01 -2.24816455e-03 
 3.96280000e-10  3.96280000e-10  2.99647866e-02  1.62333225e+00  6.42418771e-01 -2.29019177e-03 
 3.97280000e-10  3.97280000e-10  2.82762518e-02  1.63156101e+00  5.84508354e-01 -2.32030280e-03 
 3.98280000e-10  3.98280000e-10  2.68242402e-02  1.63957773e+00  5.30936812e-01 -2.34855206e-03 
 3.99280000e-10  3.99280000e-10  2.56049245e-02  1.64740950e+00  4.81497009e-01 -2.35274566e-03 
 4.00280000e-10  4.00280000e-10  2.45982509e-02  1.65486687e+00  4.34640384e-01 -2.36493689e-03 
 4.01280000e-10  4.01280000e-10  2.37601331e-02  1.66199053e+00  3.90483691e-01 -2.36887308e-03 
 4.02280000e-10  4.02280000e-10  2.30554202e-02  1.66903642e+00  3.50593806e-01 -2.37359928e-03 
 4.03280000e-10  4.03280000e-10  2.24551240e-02  1.67601920e+00  3.14732747e-01 -2.37076532e-03 
 4.04280000e-10  4.04280000e-10  2.19237242e-02  1.68288113e+00  2.82649902e-01 -2.37460865e-03 
 4.05280000e-10  4.05280000e-10  2.14356975e-02  1.68956737e+00  2.54080951e-01 -2.36951049e-03 
 4.06280000e-10  4.06280000e-10  2.09778422e-02  1.69608435e+00  2.28713737e-01 -2.36988250e-03 
 4.07280000e-10  4.07280000e-10  2.05396710e-02  1.70240902e+00  2.06262021e-01 -2.36116017e-03 
 4.08280000e-10  4.08280000e-10  2.01138579e-02  1.70852066e+00  1.86445140e-01 -2.35891222e-03 
 4.09280000e-10  4.09280000e-10  1.96854611e-02  1.71440138e+00  1.69005748e-01 -2.34841954e-03 
 4.10280000e-10  4.10280000e-10  1.92114449e-02  1.72002994e+00  1.53695735e-01 -2.35409516e-03 
 4.11280000e-10  4.11280000e-10  1.86337436e-02  1.72545527e+00  1.40763937e-01 -2.35707164e-03 
 4.12280000e-10  4.12280000e-10  1.78959200e-02  1.73072241e+00  1.30462956e-01 -2.36368096e-03 
 4.13280000e-10  4.13280000e-10  1.69497178e-02  1.73576708e+00  1.22303323e-01 -2.36102629e-03 
 4.14280000e-10  4.14280000e-10  1.57676550e-02  1.74051611e+00  1.15663288e-01 -2.36537134e-03 
 4.15280000e-10  4.15280000e-10  1.43393308e-02  1.74493229e+00  1.10100370e-01 -2.36230497e-03 
 4.16280000e-10  4.16280000e-10  1.26655407e-02  1.74900079e+00  1.05289239e-01 -2.36658575e-03 
 4.17280000e-10  4.17280000e-10  1.07537754e-02  1.75272155e+00  1.00989711e-01 -2.36268813e-03 
 4.18280000e-10  4.18280000e-10  8.61458042e-03  1.75610410e+00  9.70252700e-02 -2.36452816e-03 
 4.19280000e-10  4.19280000e-10  6.25847218e-03  1.75916385e+00  9.32678308e-02 -2.35590581e-03 
 4.20280000e-10  4.20280000e-10  3.69304050e-03  1.76191942e+00  8.96265108e-02 -2.35011898e-03 
 4.21280000e-10  4.21280000e-10  9.19482076e-04  1.76439042e+00  8.60393753e-02 -2.33022375e-03 
 4.22280000e-10  4.22280000e-10 -2.07383302e-03  1.76659548e+00  8.24685571e-02 -2.30818337e-03 
 4.23280000e-10  4.23280000e-10 -5.33227010e-03  1.76854903e+00  7.89067920e-02 -2.26394389e-03 
 4.24280000e-10  4.24280000e-10 -9.12254773e-03  1.77024725e+00  7.55417906e-02 -2.19975297e-03 
 4.25280000e-10  4.25280000e-10 -1.38036930e-02  1.77169054e+00  7.27160800e-02 -2.13289698e-03 
 4.26280000e-10  4.26280000e-10 -1.91783262e-02  1.77290616e+00  7.01646077e-02 -2.06465779e-03 
 4.27280000e-10  4.27280000e-10 -2.47304550e-02  1.77395910e+00  6.74557923e-02 -2.04009737e-03 
 4.28280000e-10  4.28280000e-10 -3.03011662e-02  1.77490620e+00  6.46594614e-02 -2.03284736e-03 
 4.29280000e-10  4.29280000e-10 -3.58889810e-02  1.77576087e+00  6.18022117e-02 -2.01996190e-03 
 4.30280000e-10  4.30280000e-10 -4.15150402e-02  1.77653037e+00  5.89077237e-02 -2.01832604e-03 
 4.31280000e-10  4.31280000e-10 -4.72057056e-02  1.77722025e+00  5.59989403e-02 -2.01020314e-03 
 4.32280000e-10  4.32280000e-10 -5.29403028e-02  1.77784419e+00  5.30922690e-02 -1.99978344e-03 
 4.33280000e-10  4.33280000e-10 -5.84885842e-02  1.77845767e+00  5.02101361e-02 -1.99592370e-03 
 4.34280000e-10  4.34280000e-10 -6.34557331e-02  1.77914494e+00  4.73845435e-02 -2.01844362e-03 
 4.35280000e-10  4.35280000e-10 -6.73693169e-02  1.77998699e+00  4.45758674e-02 -2.04665015e-03 
 4.36280000e-10  4.36280000e-10 -6.96741018e-02  1.78107334e+00  4.17478977e-02 -2.08778860e-03 
 4.37280000e-10  4.37280000e-10 -6.98697323e-02  1.78248918e+00  3.89784227e-02 -2.12314955e-03 
 4.38280000e-10  4.38280000e-10 -6.75418851e-02  1.78429602e+00  3.63618437e-02 -2.16977682e-03 
 4.39280000e-10  4.39280000e-10 -6.23266752e-02  1.78653404e+00  3.39542087e-02 -2.20819091e-03 
 4.40280000e-10  4.40280000e-10 -5.39072410e-02  1.78922713e+00  3.17848527e-02 -2.25446499e-03 
 4.41280000e-10  4.41280000e-10 -4.20040116e-02  1.79238835e+00  2.98640987e-02 -2.28850433e-03 
 4.42280000e-10  4.42280000e-10 -2.63560419e-02  1.79602651e+00  2.81893004e-02 -2.32594329e-03 
 4.43280000e-10  4.43280000e-10 -6.66807257e-03  1.80015893e+00  2.67504036e-02 -2.34583005e-03 
 4.44280000e-10  4.44280000e-10  1.82435120e-02  1.80498535e+00  2.55460248e-02 -2.35573603e-03 
 4.45280000e-10  4.45280000e-10  5.00956775e-02  1.81079675e+00  2.45521087e-02 -2.36178500e-03 
 4.46280000e-10  4.46280000e-10  8.81385982e-02  1.81736766e+00  2.37219079e-02 -2.37291082e-03 
 4.47280000e-10  4.47280000e-10  1.30649374e-01  1.82431155e+00  2.30237471e-02 -2.36963117e-03 
 4.48280000e-10  4.48280000e-10  1.77160116e-01  1.83153385e+00  2.24285621e-02 -2.37410051e-03 
 4.49280000e-10  4.49280000e-10  2.27117972e-01  1.83894713e+00  2.19000700e-02 -2.37082409e-03 
 4.50280000e-10  4.50280000e-10  2.80093697e-01  1.84650409e+00  2.14132629e-02 -2.37312973e-03 
 4.51280000e-10  4.51280000e-10  3.35639953e-01  1.85415522e+00  2.09560486e-02 -2.36585861e-03 
 4.52280000e-10  4.52280000e-10  3.93416398e-01  1.86188549e+00  2.05181164e-02 -2.36460092e-03 
 4.53280000e-10  4.53280000e-10  4.53111383e-01  1.86969049e+00  2.00925314e-02 -2.35455796e-03 
 4.54280000e-10  4.54280000e-10  5.14556726e-01  1.87748628e+00  1.96624304e-02 -2.35206671e-03 
 4.55280000e-10  4.55280000e-10  5.77561685e-01  1.88497874e+00  1.91828857e-02 -2.35084384e-03 
