 time            time            v(n1)           v(n2)           v(n3)           v(n4)           v(n5)          
 1.97857983e-10  1.97857983e-10  2.46117516e+00  1.82151657e-01  1.51438741e+00  2.46890164e+00  6.47259988e-03 
 1.98857983e-10  1.98857983e-10  2.46280082e+00  1.75855817e-01  1.55216298e+00  2.45401339e+00  5.27415123e-03 
 1.99857983e-10  1.99857983e-10  2.46434939e+00  1.69824892e-01  1.58881904e+00  2.43769200e+00  4.03796901e-03 
 2.00857983e-10  2.00857983e-10  2.46582353e+00  1.64038515e-01  1.62434533e+00  2.41987924e+00  2.76156037e-03 
 2.01857983e-10  2.01857983e-10  2.46722584e+00  1.58479043e-01  1.65874222e+00  2.40050700e+00  1.44167899e-03 
 2.02857983e-10  2.02857983e-10  2.46855886e+00  1.53131730e-01  1.69202416e+00  2.37949067e+00  7.38882091e-05 
 2.03857983e-10  2.03857983e-10  2.46982544e+00  1.47985931e-01  1.72423253e+00  2.35676975e+00 -1.34455567e-03 
 2.04857983e-10  2.04857983e-10  2.47102872e+00  1.43036681e-01  1.75545262e+00  2.33229492e+00 -2.81570031e-03 
 2.05857983e-10  2.05857983e-10  2.47217121e+00  1.38288082e-01  1.78584831e+00  2.30588365e+00 -4.35101899e-03 
 2.06857983e-10  2.06857983e-10  2.47325457e+00  1.33769033e-01  1.81581377e+00  2.27704744e+00 -5.98292889e-03 
 2.07857983e-10  2.07857983e-10  2.47428078e+00  1.29507989e-01  1.84573959e+00  2.24533529e+00 -7.74011290e-03 
 2.08857983e-10  2.08857983e-10  2.47525357e+00  1.25436136e-01  1.87510401e+00  2.21134779e+00 -9.57781977e-03 
 2.09857983e-10  2.09857983e-10  2.47617676e+00  1.21474609e-01  1.90327474e+00  2.17585358e+00 -1.14423828e-02 
 2.10857983e-10  2.10857983e-10  2.47705315e+00  1.17617891e-01  1.93027869e+00  2.13893921e+00 -1.33301610e-02 
 2.11857983e-10  2.11857983e-10  2.47788536e+00  1.13861408e-01  1.95614447e+00  2.10069060e+00 -1.52380191e-02 
 2.12857983e-10  2.12857983e-10  2.47867583e+00  1.10201164e-01  1.98090150e+00  2.06117562e+00 -1.71638655e-02 
 2.13857983e-10  2.13857983e-10  2.47942678e+00  1.06627974e-01  2.00458858e+00  2.02039907e+00 -1.91040396e-02 
 2.14857983e-10  2.14857983e-10  2.48014525e+00  1.03139867e-01  2.02723402e+00  1.97837562e+00 -2.10147763e-02 
 2.15857983e-10  2.15857983e-10  2.48084118e+00  9.97411090e-02  2.04885892e+00  1.93517668e+00 -2.28255532e-02 
 2.16857983e-10  2.16857983e-10  2.48152247e+00  9.64297312e-02  2.06949705e+00  1.89087124e+00 -2.44760063e-02 
 2.17857983e-10  2.17857983e-10  2.48219886e+00  9.32094829e-02  2.08919157e+00  1.84552617e+00 -2.58880729e-02 
 2.18857983e-10  2.18857983e-10  2.48287772e+00  9.00796228e-02  2.10799005e+00  1.79919821e+00 -2.69976473e-02 
 2.19857983e-10  2.19857983e-10  2.48356414e+00  8.70338953e-02  2.12592865e+00  1.75193709e+00 -2.77544012e-02 
 2.20857983e-10  2.20857983e-10  2.48426519e+00  8.40691304e-02  2.14302313e+00  1.70380860e+00 -2.80889884e-02 
 2.21857983e-10  2.21857983e-10  2.48498818e+00  8.11750304e-02  2.15922343e+00  1.65499999e+00 -2.79219918e-02 
 2.22857983e-10  2.22857983e-10  2.48574065e+00  7.83454832e-02  2.17451159e+00  1.60574421e+00 -2.71708350e-02 
 2.23857983e-10  2.23857983e-10  2.48652975e+00  7.55839485e-02  2.18895144e+00  1.55621164e+00 -2.57580335e-02 
 2.24857983e-10  2.24857983e-10  2.48736207e+00  7.28931633e-02  2.20260157e+00  1.50656727e+00 -2.36072533e-02 
 2.25857983e-10  2.25857983e-10  2.48824362e+00  7.02752547e-02  2.21551614e+00  1.45696908e+00 -2.06437869e-02 
 2.26857983e-10  2.26857983e-10  2.48917983e+00  6.77318153e-02  2.22774538e+00  1.40756709e+00 -1.67949205e-02 
 2.27857983e-10  2.27857983e-10  2.49017560e+00  6.52639636e-02  2.23933595e+00  1.35850247e+00 -1.19902074e-02 
 2.28857983e-10  2.28857983e-10  2.49123531e+00  6.28723958e-02  2.25033119e+00  1.30990692e+00 -6.16164316e-03 
 2.29857983e-10  2.29857983e-10  2.49236286e+00  6.05574306e-02  2.26077137e+00  1.26190220e+00  7.56260091e-04 
 2.30857983e-10  2.30857983e-10  2.49356171e+00  5.83190465e-02  2.27069387e+00  1.21459976e+00  8.82608030e-03 
 2.31857983e-10  2.31857983e-10  2.49483483e+00  5.61569153e-02  2.28013334e+00  1.16810051e+00  1.81071278e-02 
 2.32857983e-10  2.32857983e-10  2.49618486e+00  5.40704389e-02  2.28912189e+00  1.12249479e+00  2.86558061e-02 
 2.33857983e-10  2.33857983e-10  2.49760966e+00  5.20591652e-02  2.29770246e+00  1.07782133e+00  4.04866088e-02 
 2.34857983e-10  2.34857983e-10  2.49911151e+00  5.01218564e-02  2.30590015e+00  1.03415428e+00  5.36503287e-02 
 2.35857983e-10  2.35857983e-10  2.50069705e+00  4.82567567e-02  2.31372500e+00  9.91598587e-01  6.82349431e-02 
 2.36857983e-10  2.36857983e-10  2.50236822e+00  4.64625714e-02  2.32120088e+00  9.50203345e-01  8.42882388e-02 
 2.37857983e-10  2.37857983e-10  2.50412706e+00  4.47378739e-02  2.32834967e+00  9.10007600e-01  1.01857918e-01 
 2.38857983e-10  2.38857983e-10  2.50597592e+00  4.30811349e-02  2.33519137e+00  8.71040400e-01  1.20992871e-01 
 2.39857983e-10  2.39857983e-10  2.50791777e+00  4.14907536e-02  2.34174415e+00  8.33320337e-01  1.41745121e-01 
 2.40857983e-10  2.40857983e-10  2.50995441e+00  3.99649312e-02  2.34802428e+00  7.96853008e-01  1.64154782e-01 
 2.41857983e-10  2.41857983e-10  2.51208710e+00  3.85017129e-02  2.35404604e+00  7.61627896e-01  1.88254552e-01 
 2.42857983e-10  2.42857983e-10  2.51432119e+00  3.70992795e-02  2.35982147e+00  7.27612547e-01  2.14109186e-01 
 2.43857983e-10  2.43857983e-10  2.51670233e+00  3.57564575e-02  2.36534020e+00  6.94511148e-01  2.42129300e-01 
 2.44857983e-10  2.44857983e-10  2.51922280e+00  3.44712853e-02  2.37062281e+00  6.62357588e-01  2.72282215e-01 
 2.45857983e-10  2.45857983e-10  2.52185161e+00  3.32410984e-02  2.37569646e+00  6.31312977e-01  3.04321927e-01 
 2.46857983e-10  2.46857983e-10  2.52458158e+00  3.20629992e-02  2.38056417e+00  6.01385932e-01  3.38182487e-01 
 2.47857983e-10  2.47857983e-10  2.52738259e+00  3.09340559e-02  2.38524391e+00  5.72730232e-01  3.73593856e-01 
 2.48857983e-10  2.48857983e-10  2.53024807e+00  2.98521417e-02  2.38974500e+00  5.45319131e-01  4.10475361e-01 
 2.49857983e-10  2.49857983e-10  2.53317240e+00  2.88152311e-02  2.39407595e+00  5.19123077e-01  4.48747750e-01 
 2.50857983e-10  2.50857983e-10  2.53613768e+00  2.78204879e-02  2.39824452e+00  4.94110767e-01  4.88343943e-01 
 2.51857983e-10  2.51857983e-10  2.53909334e+00  2.68629228e-02  2.40225762e+00  4.70249517e-01  5.29208753e-01 
 2.52857983e-10  2.52857983e-10  2.54197586e+00  2.59369063e-02  2.40612146e+00  4.47504663e-01  5.71277038e-01 
 2.53857983e-10  2.53857983e-10  2.54472779e+00  2.50375389e-02  2.40984186e+00  4.25839962e-01  6.14474111e-01 
 2.54857983e-10  2.54857983e-10  2.54729021e+00  2.41600751e-02  2.41342413e+00  4.05217160e-01  6.58728403e-01 
 2.55857983e-10  2.55857983e-10  2.54960363e+00  2.32999563e-02  2.41687294e+00  3.85593120e-01  7.03979517e-01 
 2.56857983e-10  2.56857983e-10  2.55160725e+00  2.24528062e-02  2.42019283e+00  3.66926974e-01  7.50172861e-01 
 2.57857983e-10  2.57857983e-10  2.55323787e+00  2.16143703e-02  2.42338845e+00  3.49183767e-01  7.97250922e-01 
 2.58857983e-10  2.58857983e-10  2.55437536e+00  2.07787641e-02  2.42648074e+00  3.32612895e-01  8.44800215e-01 
 2.59857983e-10  2.59857983e-10  2.55492370e+00  1.99411822e-02  2.42948348e+00  3.17335198e-01  8.92446596e-01 
 2.60857983e-10  2.60857983e-10  2.55484127e+00  1.90984388e-02  2.43239069e+00  3.03151972e-01  9.40128569e-01 
 2.61857983e-10  2.61857983e-10  2.55406311e+00  1.82464733e-02  2.43520009e+00  2.89954069e-01  9.87715803e-01 
 2.62857983e-10  2.62857983e-10  2.55252615e+00  1.73816978e-02  2.43791045e+00  2.77645722e-01  1.03508325e+00 
 2.63857983e-10  2.63857983e-10  2.55016942e+00  1.65009524e-02  2.44052137e+00  2.66142130e-01  1.08211241e+00 
 2.64857983e-10  2.64857983e-10  2.54693419e+00  1.56014606e-02  2.44303311e+00  2.55367691e-01  1.12869223e+00 
 2.65857983e-10  2.65857983e-10  2.54276399e+00  1.46807840e-02  2.44544646e+00  2.45254684e-01  1.17471965e+00 
 2.66857983e-10  2.66857983e-10  2.53760455e+00  1.37367750e-02  2.44776265e+00  2.35742249e-01  1.22009998e+00 
 2.67857983e-10  2.67857983e-10  2.53140361e+00  1.27675283e-02  2.44998326e+00  2.26775586e-01  1.26474702e+00 
 2.68857983e-10  2.68857983e-10  2.52411064e+00  1.17713287e-02  2.45211016e+00  2.18305294e-01  1.30858318e+00 
 2.69857983e-10  2.69857983e-10  2.51567652e+00  1.07465962e-02  2.45414546e+00  2.10286828e-01  1.35153937e+00 
 2.70857983e-10  2.70857983e-10  2.50605298e+00  9.69182671e-03  2.45609142e+00  2.02680032e-01  1.39355493e+00 
 2.71857983e-10  2.71857983e-10  2.49519212e+00  8.60553451e-03  2.45795047e+00  1.95448746e-01  1.43457748e+00 
 2.72857983e-10  2.72857983e-10  2.48304682e+00  7.48626246e-03  2.45972512e+00  1.88560468e-01  1.47456292e+00 
 2.73857983e-10  2.73857983e-10  2.46957030e+00  6.33253195e-03  2.46141799e+00  1.81986057e-01  1.51347531e+00 
 2.74857983e-10  2.74857983e-10  2.45471409e+00  5.14268849e-03  2.46303172e+00  1.75699471e-01  1.55128686e+00 
 2.75857983e-10  2.75857983e-10  2.43842623e+00  3.91476316e-03  2.46456895e+00  1.69677553e-01  1.58797810e+00 
 2.76857983e-10  2.76857983e-10  2.42064875e+00  2.64630131e-03  2.46603232e+00  1.63899900e-01  1.62353857e+00 
 2.77857983e-10  2.77857983e-10  2.40131392e+00  1.33410341e-03  2.46742440e+00  1.58348829e-01  1.65796843e+00 
 2.78857983e-10  2.78857983e-10  2.38033776e+00 -2.62049944e-05  2.46874770e+00  1.53009544e-01  1.69128171e+00 
 2.79857983e-10  2.79857983e-10  2.35765721e+00 -1.43753039e-03  2.47000501e+00  1.47871278e-01  1.72351873e+00 
 2.80857983e-10  2.80857983e-10  2.33322398e+00 -2.90182202e-03  2.47119946e+00  1.42928917e-01  1.75476331e+00 
 2.81857983e-10  2.81857983e-10  2.30686309e+00 -4.43000772e-03  2.47233358e+00  1.38186242e-01  1.78517624e+00 
 2.82857983e-10  2.82857983e-10  2.27809853e+00 -6.05364772e-03  2.47340902e+00  1.33670987e-01  1.81514047e+00 
 2.83857983e-10  2.83857983e-10  2.24644875e+00 -7.80357984e-03  2.47442767e+00  1.29414503e-01  1.84507309e+00 
 2.84857983e-10  2.84857983e-10  2.21249423e+00 -9.63637788e-03  2.47539321e+00  1.25349699e-01  1.87446868e+00 
 2.85857983e-10  2.85857983e-10  2.17703073e+00 -1.14963793e-02  2.47630950e+00  1.21394854e-01  1.90266943e+00 
 2.86857983e-10  2.86857983e-10  2.14014484e+00 -1.33799158e-02  2.47717930e+00  1.17544450e-01  1.92970227e+00 
 2.87857983e-10  2.87857983e-10  2.10192257e+00 -1.52838232e-02  2.47800524e+00  1.13793924e-01  1.95559581e+00 
 2.88857983e-10  2.88857983e-10  2.06243414e+00 -1.72059910e-02  2.47878971e+00  1.10139299e-01  1.98037960e+00 
 2.89857983e-10  2.89857983e-10  2.02168458e+00 -1.91435618e-02  2.47953487e+00  1.06571386e-01  2.00409247e+00 
 2.90857983e-10  2.90857983e-10  1.97968634e+00 -2.10536167e-02  2.48024761e+00  1.03088211e-01  2.02676265e+00 
 2.91857983e-10  2.91857983e-10  1.93651090e+00 -2.28656746e-02  2.48093789e+00  9.96940643e-02  2.04841123e+00 
 2.92857983e-10  2.92857983e-10  1.89222730e+00 -2.45193974e-02  2.48161360e+00  9.63869912e-02  2.06907202e+00 
 2.93857983e-10  2.93857983e-10  1.84690258e+00 -2.59367601e-02  2.48228448e+00  9.31707249e-02  2.08878785e+00 
 2.94857983e-10  2.94857983e-10  1.80059366e+00 -2.70536807e-02  2.48295789e+00  9.00445478e-02  2.10760642e+00 
 2.95857983e-10  2.95857983e-10  1.75335034e+00 -2.78198516e-02  2.48363892e+00  8.70022530e-02  2.12556429e+00 
 2.96857983e-10  2.96857983e-10  1.70523554e+00 -2.81661559e-02  2.48433462e+00  8.40409468e-02  2.14267961e+00 
 2.97857983e-10  2.97857983e-10  1.65643486e+00 -2.80132862e-02  2.48505230e+00  8.11502666e-02  2.15890177e+00 
 2.98857983e-10  2.98857983e-10  1.60718252e+00 -2.72785503e-02  2.48579948e+00  7.83237816e-02  2.17420998e+00 
 2.99857983e-10  2.99857983e-10  1.55764904e+00 -2.58844205e-02  2.48658332e+00  7.55649874e-02  2.18866825e+00 
 3.00857983e-10  3.00857983e-10  1.50799960e+00 -2.37545072e-02  2.48741042e+00  7.28766518e-02  2.20233531e+00 
 3.01857983e-10  3.01857983e-10  1.45839241e+00 -2.08140379e-02  2.48828679e+00  7.02609300e-02  2.21526544e+00 
 3.02857983e-10  3.02857983e-10  1.40897770e+00 -1.69902273e-02  2.48921788e+00  6.77194397e-02  2.22750901e+00 
 3.03857983e-10  3.03857983e-10  1.35989690e+00 -1.22125531e-02  2.49020858e+00  6.52533222e-02  2.23911275e+00 
 3.04857983e-10  3.04857983e-10  1.31128200e+00 -6.41293348e-03  2.49126328e+00  6.28632946e-02  2.25012011e+00 
 3.05857983e-10  3.05857983e-10  1.26325501e+00  4.74197073e-04  2.49238590e+00  6.05496948e-02  2.26057145e+00 
 3.06857983e-10  3.06857983e-10  1.21592767e+00  8.51151649e-03  2.49357987e+00  5.83125189e-02  2.27050422e+00 
 3.07857983e-10  3.07857983e-10  1.16940118e+00  1.77584348e-02  2.49484821e+00  5.61514548e-02  2.27995316e+00 
 3.08857983e-10  3.08857983e-10  1.12376616e+00  2.82714284e-02  2.49619354e+00  5.40659189e-02  2.28895045e+00 
 3.09857983e-10  3.09857983e-10  1.07906150e+00  4.00651364e-02  2.49761372e+00  5.20554777e-02  2.29753913e+00 
 3.10857983e-10  3.10857983e-10  1.03536163e+00  5.31904217e-02  2.49911103e+00  5.01189043e-02  2.30574435e+00 
 3.11857983e-10  3.11857983e-10  9.92771897e-01  6.77352336e-02  2.50069211e+00  4.82544472e-02  2.31357617e+00 
 3.12857983e-10  3.12857983e-10  9.51341638e-01  8.37473736e-02  2.50235887e+00  4.64608214e-02  2.32105851e+00 
 3.13857983e-10  3.13857983e-10  9.11110167e-01  1.01274525e-01  2.50411335e+00  4.47366093e-02  2.32821329e+00 
 3.14857983e-10  3.14857983e-10  8.72106800e-01  1.20365517e-01  2.50595790e+00  4.30802895e-02  2.33506057e+00 
 3.15857983e-10  3.15857983e-10  8.34350420e-01  1.41072238e-01  2.50789542e+00  4.14902676e-02  2.34161856e+00 
 3.16857983e-10  3.16857983e-10  7.97847047e-01  1.63435631e-01  2.50992782e+00  3.99647596e-02  2.34790358e+00 
 3.17857983e-10  3.17857983e-10  7.62586654e-01  1.87488088e-01  2.51205631e+00  3.85018153e-02  2.35392998e+00 
 3.18857983e-10  3.18857983e-10  7.28537566e-01  2.13292722e-01  2.51428602e+00  3.70996113e-02  2.35970986e+00 
 3.19857983e-10  3.19857983e-10  6.95412066e-01  2.41252136e-01  2.51666169e+00  3.57569745e-02  2.36523338e+00 
 3.20857983e-10  3.20857983e-10  6.63243238e-01  2.71333576e-01  2.51917563e+00  3.44719424e-02  2.37052107e+00 
 3.21857983e-10  3.21857983e-10  6.32172225e-01  3.03313980e-01  2.52179949e+00  3.32418946e-02  2.37559887e+00 
 3.22857983e-10  3.22857983e-10  6.02208199e-01  3.37129890e-01  2.52452628e+00  3.20639526e-02  2.38046988e+00 
 3.23857983e-10  3.23857983e-10  5.73516348e-01  3.72498965e-01  2.52732437e+00  3.09351585e-02  2.38515276e+00 
 3.24857983e-10  3.24857983e-10  5.46070003e-01  4.09340483e-01  2.53018717e+00  2.98533852e-02  2.38965683e+00 
 3.25857983e-10  3.25857983e-10  5.19839670e-01  4.47575145e-01  2.53310903e+00  2.88166071e-02  2.39399064e+00 
 3.26857983e-10  3.26857983e-10  4.94794062e-01  4.87135163e-01  2.53607301e+00  2.78220564e-02  2.39816196e+00 
 3.27857983e-10  3.27857983e-10  4.70900537e-01  5.27965354e-01  2.53902930e+00  2.68647935e-02  2.40217770e+00 
 3.28857983e-10  3.28857983e-10  4.48124486e-01  5.70001185e-01  2.54191418e+00  2.59391679e-02  2.40604411e+00 
 3.29857983e-10  3.29857983e-10  4.26429684e-01  6.13167919e-01  2.54467025e+00  2.50402778e-02  2.40976700e+00 
 3.30857983e-10  3.30857983e-10  4.05778063e-01  6.57393715e-01  2.54723860e+00  2.41633746e-02  2.41335170e+00 
 3.31857983e-10  3.31857983e-10  3.86126453e-01  7.02617958e-01  2.54955977e+00  2.33038959e-02  2.41680288e+00 
 3.32857983e-10  3.32857983e-10  3.67433762e-01  7.48786081e-01  2.55157300e+00  2.24574625e-02  2.42012508e+00 
 3.33857983e-10  3.33857983e-10  3.49665035e-01  7.95840560e-01  2.55321516e+00  2.16198188e-02  2.42332294e+00 
 3.34857983e-10  3.34857983e-10  3.33063930e-01  8.43376523e-01  2.55436714e+00  2.07851007e-02  2.42641703e+00 
 3.35857983e-10  3.35857983e-10  3.17752708e-01  8.91020889e-01  2.55493292e+00  1.99485107e-02  2.42942124e+00 
 3.36857983e-10  3.36857983e-10  3.03539424e-01  9.38704728e-01  2.55486991e+00  1.91068444e-02  2.43233007e+00 
 3.37857983e-10  3.37857983e-10  2.90314481e-01  9.86297574e-01  2.55411310e+00  1.82560278e-02  2.43514121e+00 
 3.38857983e-10  3.38857983e-10  2.77981753e-01  1.03367420e+00  2.55259935e+00  1.73924615e-02  2.43785339e+00 
 3.39857983e-10  3.39857983e-10  2.66456138e-01  1.08071590e+00  2.55026762e+00  1.65129748e-02  2.44046619e+00 
 3.40857983e-10  3.40857983e-10  2.55661781e-01  1.12731139e+00  2.54705912e+00  1.56147821e-02  2.44297984e+00 
 3.41857983e-10  3.41857983e-10  2.45530742e-01  1.17335736e+00  2.54291731e+00  1.46954371e-02  2.44539512e+00 
 3.42857983e-10  3.42857983e-10  2.36001969e-01  1.21875887e+00  2.53778786e+00  1.37527859e-02  2.44771325e+00 
 3.43857983e-10  3.43857983e-10  2.27020492e-01  1.26342949e+00  2.53161844e+00  1.27849181e-02  2.44993579e+00 
 3.44857983e-10  3.44857983e-10  2.18536758e-01  1.30729134e+00  2.52435849e+00  1.17901151e-02  2.45206461e+00 
 3.45857983e-10  3.45857983e-10  2.10506082e-01  1.35027511e+00  2.51595884e+00  1.07667952e-02  2.45410179e+00 
 3.46857983e-10  3.46857983e-10  2.02888187e-01  1.39231989e+00  2.50637120e+00  9.71345428e-03  2.45604961e+00 
 3.47857983e-10  3.47857983e-10  1.95646798e-01  1.43337305e+00  2.49554767e+00  8.62860746e-03  2.45791048e+00 
 3.48857983e-10  3.48857983e-10  1.88749309e-01  1.47339023e+00  2.48344111e+00  7.51079830e-03  2.45968692e+00 
 3.49857983e-10  3.49857983e-10  1.82166485e-01  1.51233529e+00  2.47000473e+00  6.35855192e-03  2.46138153e+00 
 3.50857983e-10  3.50857983e-10  1.75872193e-01  1.55018017e+00  2.45519016e+00  5.17022243e-03  2.46299694e+00 
 3.51857983e-10  3.51857983e-10  1.69843197e-01  1.58690515e+00  2.43894557e+00  3.94385366e-03  2.46453581e+00 
 3.52857983e-10  3.52857983e-10  1.64059011e-01  1.62249950e+00  2.42121321e+00  2.67700985e-03  2.46600077e+00 
 3.53857983e-10  3.53857983e-10  1.58501870e-01  1.65696302e+00  2.40192573e+00  1.36651991e-03  2.46739440e+00 
 3.54857983e-10  3.54857983e-10  1.53156890e-01  1.69030925e+00  2.38099976e+00  8.05455012e-06  2.46871919e+00 
 3.55857983e-10  3.55857983e-10  1.48013151e-01  1.72257741e+00  2.35837037e+00 -1.40142486e-03  2.46997793e+00 
 3.56857983e-10  3.56857983e-10  1.43065344e-01  1.75384973e+00  2.33399034e+00 -2.86378441e-03  2.47117374e+00 
 3.57857983e-10  3.57857983e-10  1.38316879e-01  1.78428364e+00  2.30769160e+00 -4.38946930e-03  2.47230919e+00 
 3.58857983e-10  3.58857983e-10  1.33794257e-01  1.81425053e+00  2.27901096e+00 -6.00916932e-03  2.47338593e+00 
 3.59857983e-10  3.59857983e-10  1.29531635e-01  1.84419387e+00  2.24743622e+00 -7.75589408e-03  2.47440581e+00 
 3.60857983e-10  3.60857983e-10  1.25463681e-01  1.87362492e+00  2.21352716e+00 -9.58759614e-03  2.47537248e+00 
 3.61857983e-10  3.61857983e-10  1.21505854e-01  1.90186036e+00  2.17810656e+00 -1.14466319e-02  2.47628981e+00 
 3.62857983e-10  3.62857983e-10  1.17652606e-01  1.92892707e+00  2.14126102e+00 -1.33293174e-02  2.47716061e+00 
 3.63857983e-10  3.63857983e-10  1.13899354e-01  1.95485361e+00  2.10307660e+00 -1.52324711e-02  2.47798748e+00 
 3.64857983e-10  3.64857983e-10  1.10242115e-01  1.97966958e+00  2.06362574e+00 -1.71539494e-02  2.47877284e+00 
 3.65857983e-10  3.65857983e-10  1.06671658e-01  2.00341383e+00  2.02291371e+00 -1.90916614e-02  2.47951874e+00 
 3.66857983e-10  3.66857983e-10  1.03185984e-01  2.02611444e+00  1.98095093e+00 -2.10035431e-02  2.48023200e+00 
 3.67857983e-10  3.67857983e-10  9.97893942e-02  2.04779246e+00  1.93780888e+00 -2.28191980e-02  2.48092257e+00 
 3.68857983e-10  3.68857983e-10  9.64799251e-02  2.06848169e+00  1.89355668e+00 -2.44783470e-02  2.48159835e+00 
 3.69857983e-10  3.69857983e-10  9.32612644e-02  2.08822449e+00  1.84826155e+00 -2.59030388e-02  2.48226909e+00 
 3.70857983e-10  3.70857983e-10  9.01327021e-02  2.10706867e+00  1.80198067e+00 -2.70292404e-02  2.48294214e+00 
 3.71857983e-10  3.71857983e-10  8.70880729e-02  2.12505134e+00  1.75476388e+00 -2.78066847e-02  2.48362262e+00 
 3.72857983e-10  3.72857983e-10  8.41247664e-02  2.14219319e+00  1.70667104e+00 -2.81665246e-02  2.48431758e+00 
 3.73857983e-10  3.73857983e-10  8.12323322e-02  2.15844304e+00  1.65788593e+00 -2.80295954e-02  2.48503430e+00 
 3.74857983e-10  3.74857983e-10  7.84039763e-02  2.17377696e+00  1.60864407e+00 -2.73131052e-02  2.48578030e+00 
 3.75857983e-10  3.75857983e-10  7.56432173e-02  2.18825916e+00  1.55911615e+00 -2.59394999e-02  2.48656278e+00 
 3.76857983e-10  3.76857983e-10  7.29528428e-02  2.20194849e+00  1.50946749e+00 -2.38323477e-02  2.48738835e+00 
 3.77857983e-10  3.77857983e-10  7.03350247e-02  2.21489936e+00  1.45985655e+00 -2.09168223e-02  2.48826302e+00 
 3.78857983e-10  3.78857983e-10  6.77913956e-02  2.22716223e+00  1.41043380e+00 -1.71200746e-02  2.48919227e+00 
 3.79857983e-10  3.79857983e-10  6.53231103e-02  2.23878397e+00  1.36134095e+00 -1.23715119e-02  2.49018100e+00 
 3.80857983e-10  3.80857983e-10  6.29308977e-02  2.24980809e+00  1.31271025e+00 -6.60297873e-03  2.49123362e+00 
 3.81857983e-10  3.81857983e-10  6.06151063e-02  2.26027506e+00  1.26466403e+00  2.51166023e-04  2.49235405e+00 
 3.82857983e-10  3.82857983e-10  5.83757418e-02  2.27022240e+00  1.21731433e+00  8.25369541e-03  2.49354575e+00 
